Word	Category
Trachea (air passage) [windpipe]	Anatomy - Easy
Bronchi (branches in lungs) [airway tubes]	Anatomy - Easy
Nostrils (openings in nose) [breathe in air]	Anatomy - Easy
Larynx (in the throat) [voice box]	Anatomy - Easy
Eyelid (covers the eye) [protects eye]	Anatomy - Easy
Pupil (center of eye) [lets in light]	Anatomy - Easy
Iris (colored part of eye) [controls pupil size]	Anatomy - Easy
Retina (back of eye) [detects light]	Anatomy - Easy
Cornea (front of eye) [clear covering]	Anatomy - Easy
Eardrum (inside the ear) [vibrates with sound]	Anatomy - Easy
Cochlea (inner ear part) [hearing organ]	Anatomy - Easy
Red Blood Cells (in the blood) [carry oxygen]	Anatomy - Easy
White Blood Cells (in the blood) [fight infection]	Anatomy - Easy
Platelets (in the blood) [help clotting]	Anatomy - Easy
Plasma (liquid in blood) [carries blood cells]	Anatomy - Easy
Arteries (blood vessels) [carry blood away]	Anatomy - Easy
Veins (blood vessels) [return blood to heart]	Anatomy - Easy
Capillaries (tiny vessels) [exchange nutrients]	Anatomy - Easy
Aorta (largest artery) [leaves the heart]	Anatomy - Easy
Spleen (near the stomach) [filters blood]	Anatomy - Easy
Tonsils (back of throat) [fight germs]	Anatomy - Easy
Thyroid (in the neck) [controls metabolism]	Anatomy - Easy
Adrenal Glands (above kidneys) [stress hormones]	Anatomy - Easy
Pituitary Gland (base of brain) [master gland]	Anatomy - Easy
Spinal Cord (inside spine) [carries signals]	Anatomy - Easy
Nerves (throughout body) [send messages]	Anatomy - Easy
Cerebrum (top of brain) [thinking and memory]	Anatomy - Easy
Cerebellum (back of brain) [balance and movement]	Anatomy - Easy
Brain Stem (base of brain) [basic functions]	Anatomy - Easy
Taste Buds (on the tongue) [detect flavors]	Anatomy - Easy
Olfactory Nerve (in the nose) [sense of smell]	Anatomy - Easy
Hair Follicle (in the skin) [grows hair]	Anatomy - Easy
Sweat Glands (in the skin) [cool the body]	Anatomy - Easy
Epidermis (outer skin layer) [top layer of skin]	Anatomy - Easy
Dermis (under epidermis) [second skin layer]	Anatomy - Easy
Nails (on fingers and toes) [made of keratin]	Anatomy - Easy
Ligaments (connect bones) [hold joints together]	Anatomy - Easy
Tendons (connect muscle to bone) [help movement]	Anatomy - Easy
Cartilage (flexible tissue) [cushions joints]	Anatomy - Easy
Joints (where bones meet) [allow movement]	Anatomy - Easy
Molars (back teeth) [grinding food]	Anatomy - Easy
Canines (pointed teeth) [tearing food]	Anatomy - Easy
Incisors (front teeth) [cutting food]	Anatomy - Easy
Saliva (in the mouth) [starts digestion]	Anatomy - Easy
Bladder (stores liquid waste) [holds urine]	Anatomy - Easy
Ureters (tubes to bladder) [carry urine]	Anatomy - Easy
Urethra (exit tube) [releases urine]	Anatomy - Easy
Vocal Cords (in the larynx) [produce sound]	Anatomy - Easy
Enamel (covers teeth) [hardest body substance]	Anatomy - Easy
Marrow (inside bones) [makes blood cells]	Anatomy - Easy
Oxygen (breathed in air) [cells need it]	Anatomy - Easy
Carbon Dioxide (breathed out) [waste gas]	Anatomy - Easy
Vitamins (in healthy food) [body needs them]	Anatomy - Easy
Calcium (mineral for body) [strong bones]	Anatomy - Easy
Iron (mineral in blood) [carries oxygen]	Anatomy - Easy
Protein (in meat and beans) [builds muscle]	Anatomy - Easy
Carbohydrates (in bread and rice) [give energy]	Anatomy - Easy
Fats (in oils and butter) [store energy]	Anatomy - Easy
Fiber (in fruits and veggies) [aids digestion]	Anatomy - Easy
Water (essential drink) [hydrates the body]	Anatomy - Easy
Exercise (physical activity) [keeps body healthy]	Anatomy - Easy
Sleep (rest at night) [body repairs itself]	Anatomy - Easy
Pulse (felt at wrist) [heartbeat rate]	Anatomy - Easy
Temperature (body heat level) [98.6 degrees F]	Anatomy - Easy
Reflexes (automatic response) [involuntary movement]	Anatomy - Easy
Posture (how you stand) [body alignment]	Anatomy - Easy
Osteocyte (bone cell type) [mature bone cell]	Anatomy - Intermediate
Osteoblast (bone cell type) [builds new bone]	Anatomy - Intermediate
Osteoclast (bone cell type) [breaks down bone]	Anatomy - Intermediate
Periosteum (bone covering) [outer bone membrane]	Anatomy - Intermediate
Epiphysis (bone region) [end of long bone]	Anatomy - Intermediate
Diaphysis (bone region) [shaft of long bone]	Anatomy - Intermediate
Haversian Canal (compact bone) [blood vessel channel]	Anatomy - Intermediate
Ossification (bone formation) [cartilage becomes bone]	Anatomy - Intermediate
Synovial Joint (movable joint) [fluid-filled joint]	Anatomy - Intermediate
Ligament (connective tissue) [bone to bone]	Anatomy - Intermediate
Tendon (connective tissue) [muscle to bone]	Anatomy - Intermediate
Bursa (joint structure) [reduces friction]	Anatomy - Intermediate
Meniscus (knee cartilage) [shock absorber]	Anatomy - Intermediate
Intervertebral Disc (spine cushion) [between vertebrae]	Anatomy - Intermediate
Sarcomere (muscle unit) [contractile unit]	Anatomy - Intermediate
Myofibril (muscle fiber part) [contains sarcomeres]	Anatomy - Intermediate
Actin (muscle protein) [thin filament]	Anatomy - Intermediate
Myosin (muscle protein) [thick filament]	Anatomy - Intermediate
Neuromuscular Junction (nerve-muscle meeting) [signal transmission]	Anatomy - Intermediate
Skeletal Muscle (voluntary muscle) [moves skeleton]	Anatomy - Intermediate
Smooth Muscle (involuntary muscle) [lines organs]	Anatomy - Intermediate
Cardiac Muscle (heart muscle) [involuntary striated]	Anatomy - Intermediate
Fascia (connective tissue) [surrounds muscles]	Anatomy - Intermediate
Muscle Contraction (sliding filament) [shortens muscle]	Anatomy - Intermediate
Sinoatrial Node (heart pacemaker) [sets heart rate]	Anatomy - Intermediate
Atrioventricular Node (heart conduction) [delays signal]	Anatomy - Intermediate
Right Atrium (heart chamber) [receives deoxygenated blood]	Anatomy - Intermediate
Left Ventricle (heart chamber) [pumps to body]	Anatomy - Intermediate
Pulmonary Artery (heart vessel) [carries blood to lungs]	Anatomy - Intermediate
Pulmonary Vein (heart vessel) [returns oxygenated blood]	Anatomy - Intermediate
Aortic Valve (heart valve) [prevents backflow]	Anatomy - Intermediate
Systole (cardiac cycle) [heart contraction]	Anatomy - Intermediate
Diastole (cardiac cycle) [heart relaxation]	Anatomy - Intermediate
Blood Pressure (cardiovascular measure) [systolic over diastolic]	Anatomy - Intermediate
Hemoglobin (red blood cell protein) [carries oxygen]	Anatomy - Intermediate
Erythrocyte (blood cell type) [red blood cell]	Anatomy - Intermediate
Leukocyte (blood cell type) [white blood cell]	Anatomy - Intermediate
Thrombocyte (blood component) [platelet]	Anatomy - Intermediate
Alveoli (lung structures) [gas exchange]	Anatomy - Intermediate
Bronchioles (lung airways) [small air passages]	Anatomy - Intermediate
Pleura (lung membrane) [surrounds lungs]	Anatomy - Intermediate
Surfactant (lung substance) [reduces surface tension]	Anatomy - Intermediate
Diaphragm (respiratory muscle) [primary breathing muscle]	Anatomy - Intermediate
Tidal Volume (breathing measure) [normal breath volume]	Anatomy - Intermediate
Vital Capacity (lung measure) [maximum air exhaled]	Anatomy - Intermediate
Cerebral Cortex (brain surface) [higher thinking]	Anatomy - Intermediate
Frontal Lobe (brain region) [decision making]	Anatomy - Intermediate
Temporal Lobe (brain region) [hearing and memory]	Anatomy - Intermediate
Occipital Lobe (brain region) [visual processing]	Anatomy - Intermediate
Parietal Lobe (brain region) [sensory processing]	Anatomy - Intermediate
Hypothalamus (brain structure) [homeostasis control]	Anatomy - Intermediate
Thalamus (brain structure) [sensory relay station]	Anatomy - Intermediate
Medulla Oblongata (brainstem part) [vital functions]	Anatomy - Intermediate
Myelin Sheath (nerve covering) [speeds nerve signals]	Anatomy - Intermediate
Synapse (nerve gap) [neurotransmitter release]	Anatomy - Intermediate
Axon (neuron part) [carries signals away]	Anatomy - Intermediate
Dendrite (neuron part) [receives signals]	Anatomy - Intermediate
Neurotransmitter (chemical messenger) [crosses synapse]	Anatomy - Intermediate
Sympathetic Nervous System (autonomic division) [fight or flight]	Anatomy - Intermediate
Parasympathetic Nervous System (autonomic division) [rest and digest]	Anatomy - Intermediate
Thyroid Gland (endocrine gland) [metabolism regulation]	Anatomy - Intermediate
Adrenal Cortex (adrenal region) [cortisol production]	Anatomy - Intermediate
Adrenal Medulla (adrenal region) [epinephrine production]	Anatomy - Intermediate
Insulin (pancreatic hormone) [lowers blood sugar]	Anatomy - Intermediate
Glucagon (pancreatic hormone) [raises blood sugar]	Anatomy - Intermediate
Estrogen (sex hormone) [female development]	Anatomy - Intermediate
Testosterone (sex hormone) [male development]	Anatomy - Intermediate
Growth Hormone (pituitary hormone) [stimulates growth]	Anatomy - Intermediate
Thymus (lymphatic organ) [T cell maturation]	Anatomy - Intermediate
Lymph Nodes (lymphatic structures) [filter lymph fluid]	Anatomy - Intermediate
Spleen (lymphatic organ) [filters blood]	Anatomy - Intermediate
Lymphocyte (immune cell) [adaptive immunity]	Anatomy - Intermediate
Antibody (immune protein) [targets pathogens]	Anatomy - Intermediate
Antigen (foreign substance) [triggers immune response]	Anatomy - Intermediate
Nephron (kidney unit) [filters blood]	Anatomy - Intermediate
Glomerulus (kidney structure) [filtration unit]	Anatomy - Intermediate
Bowman's Capsule (kidney structure) [surrounds glomerulus]	Anatomy - Intermediate
Loop of Henle (nephron part) [concentrates urine]	Anatomy - Intermediate
Collecting Duct (kidney tube) [final urine processing]	Anatomy - Intermediate
Ovary (female organ) [produces eggs]	Anatomy - Intermediate
Testis (male organ) [produces sperm]	Anatomy - Intermediate
Uterus (female organ) [fetal development]	Anatomy - Intermediate
Fallopian Tube (female anatomy) [egg transport]	Anatomy - Intermediate
Zygote (fertilized egg) [first cell]	Anatomy - Intermediate
Epithelial Tissue (body tissue) [covers surfaces]	Anatomy - Intermediate
Connective Tissue (body tissue) [supports structures]	Anatomy - Intermediate
Nervous Tissue (body tissue) [transmits impulses]	Anatomy - Intermediate
Muscle Tissue (body tissue) [produces movement]	Anatomy - Intermediate
Homeostasis (body regulation) [internal balance]	Anatomy - Intermediate
Mitosis (cell division) [identical daughter cells]	Anatomy - Intermediate
Meiosis (cell division) [gamete production]	Anatomy - Intermediate
ATP (energy molecule) [cellular energy currency]	Anatomy - Intermediate
Cellular Respiration (energy process) [glucose to ATP]	Anatomy - Intermediate
Osmosis (water movement) [across membrane]	Anatomy - Intermediate
Diffusion (particle movement) [high to low concentration]	Anatomy - Intermediate
pH Balance (body chemistry) [acid-base balance]	Anatomy - Intermediate
Enzymes (biological catalysts) [speed up reactions]	Anatomy - Intermediate
Metabolism (body processes) [chemical reactions in body]	Anatomy - Intermediate
Anatomical Position (body reference) [standard body position]	Anatomy - Intermediate
Anterior and Posterior (directional terms) [front and back]	Anatomy - Intermediate
Pharaoh (Egyptian ruler) [king of Egypt]	World History - Easy
Pyramids (Egyptian structures) [tombs for pharaohs]	World History - Easy
Sphinx (Egyptian monument) [lion with human head]	World History - Easy
Hieroglyphics (Egyptian writing) [picture symbols]	World History - Easy
Mummies (preserved bodies) [ancient Egyptian burial]	World History - Easy
Cleopatra (Egyptian queen) [last pharaoh]	World History - Easy
King Tut (boy pharaoh) [Tutankhamun]	World History - Easy
Nile River (Egyptian river) [longest river in Africa]	World History - Easy
Zeus (Greek mythology) [king of the gods]	World History - Easy
Athena (Greek goddess) [goddess of wisdom]	World History - Easy
Poseidon (Greek god) [god of the sea]	World History - Easy
Hercules (Greek hero) [son of Zeus]	World History - Easy
Olympics (ancient Greece) [athletic competition]	World History - Easy
Parthenon (Greek building) [temple to Athena]	World History - Easy
Democracy (Greek invention) [rule by the people]	World History - Easy
Socrates (Greek thinker) [famous philosopher]	World History - Easy
Alexander the Great (Greek king) [conquered vast empire]	World History - Easy
Trojan Horse (Greek legend) [hidden soldiers inside]	World History - Easy
Colosseum (Roman arena) [gladiator fights]	World History - Easy
Julius Caesar (Roman leader) [assassinated ruler]	World History - Easy
Roman Empire (ancient civilization) [ruled Mediterranean]	World History - Easy
Gladiators (Roman fighters) [arena warriors]	World History - Easy
Aqueducts (Roman invention) [carried water]	World History - Easy
Roman Roads (ancient highways) [connected the empire]	World History - Easy
Augustus (first emperor) [Roman Empire founder]	World History - Easy
Pompeii (Roman city) [buried by volcano]	World History - Easy
Great Wall (Chinese structure) [defense wall]	World History - Easy
Silk Road (ancient trade route) [connected East and West]	World History - Easy
Confucius (Chinese philosopher) [teachings on morality]	World History - Easy
Terracotta Army (Chinese tomb) [clay soldiers]	World History - Easy
Samurai (Japanese warriors) [feudal fighters]	World History - Easy
Vikings (Norse explorers) [Scandinavian raiders]	World History - Easy
Marco Polo (Italian explorer) [traveled to China]	World History - Easy
Christopher Columbus (explorer) [reached the Americas]	World History - Easy
Ferdinand Magellan (explorer) [first circumnavigation]	World History - Easy
Vasco da Gama (Portuguese explorer) [sailed to India]	World History - Easy
Leif Erikson (Norse explorer) [reached North America]	World History - Easy
Compass (navigation tool) [points north]	World History - Easy
Printing Press (Gutenberg invention) [mass-produced books]	World History - Easy
Wheel (ancient invention) [transportation tool]	World History - Easy
Paper (Chinese invention) [writing material]	World History - Easy
Gunpowder (Chinese invention) [explosive powder]	World History - Easy
Telescope (Galileo's tool) [see distant objects]	World History - Easy
Steam Engine (industrial invention) [powered by steam]	World History - Easy
Electricity (modern discovery) [powers devices]	World History - Easy
Telephone (Bell's invention) [voice communication]	World History - Easy
Light Bulb (Edison's invention) [artificial light]	World History - Easy
Airplane (Wright Brothers) [powered flight]	World History - Easy
Gandhi (Indian leader) [nonviolent independence]	World History - Easy
Nelson Mandela (South African leader) [ended apartheid]	World History - Easy
Queen Victoria (British monarch) [Victorian Era]	World History - Easy
Napoleon (French emperor) [conquered Europe]	World History - Easy
Winston Churchill (British PM) [WWII leader]	World History - Easy
Genghis Khan (Mongol leader) [largest land empire]	World History - Easy
Africa (continent) [second largest continent]	World History - Easy
Asia (continent) [largest continent]	World History - Easy
Europe (continent) [western part of Eurasia]	World History - Easy
South America (continent) [Amazon Rainforest]	World History - Easy
Antarctica (continent) [coldest continent]	World History - Easy
Australia (continent) [smallest continent]	World History - Easy
North America (continent) [third largest continent]	World History - Easy
Christianity (world religion) [follows Jesus Christ]	World History - Easy
Islam (world religion) [follows Muhammad]	World History - Easy
Buddhism (world religion) [founded by Buddha]	World History - Easy
Hinduism (world religion) [oldest major religion]	World History - Easy
Judaism (world religion) [Torah is holy book]	World History - Easy
Great Pyramid of Giza (ancient wonder) [oldest wonder]	World History - Easy
Hanging Gardens (ancient wonder) [Babylon gardens]	World History - Easy
Lighthouse of Alexandria (ancient wonder) [guided ships]	World History - Easy
Colossus of Rhodes (ancient wonder) [giant statue]	World History - Easy
Eiffel Tower (Paris landmark) [iron tower]	World History - Easy
Taj Mahal (Indian landmark) [marble mausoleum]	World History - Easy
Big Ben (London landmark) [clock tower]	World History - Easy
Great Barrier Reef (Australian landmark) [coral reef]	World History - Easy
Machu Picchu (Inca ruins) [mountain citadel]	World History - Easy
Stonehenge (English monument) [stone circle]	World History - Easy
Chichen Itza (Mayan ruins) [pyramid temple]	World History - Easy
Easter Island (Pacific island) [stone head statues]	World History - Easy
Chinese New Year (Asian holiday) [lunar new year]	World History - Easy
Diwali (Hindu festival) [festival of lights]	World History - Easy
Day of the Dead (Mexican tradition) [honor deceased]	World History - Easy
Carnival (Brazilian celebration) [pre-Lent festival]	World History - Easy
Kimono (Japanese clothing) [traditional robe]	World History - Easy
Sari (Indian clothing) [draped garment]	World History - Easy
Boomerang (Australian tool) [returning throw stick]	World History - Easy
Totem Pole (Native American art) [carved wooden pole]	World History - Easy
Mesopotamia (ancient region) [cradle of civilization]	World History - Easy
Hammurabi (Babylonian king) [first written laws]	World History - Easy
Rosetta Stone (Egyptian artifact) [decoded hieroglyphics]	World History - Easy
Iron Age (historical period) [iron tools era]	World History - Easy
Bronze Age (historical period) [bronze tools era]	World History - Easy
Stone Age (earliest period) [stone tools era]	World History - Easy
Feudalism (medieval system) [lords and serfs]	World History - Easy
Castles (medieval structures) [fortified homes]	World History - Easy
Knights (medieval warriors) [armored fighters]	World History - Easy
Crusades (medieval wars) [religious wars]	World History - Easy
Black Death (medieval plague) [killed millions]	World History - Easy
Renaissance (cultural rebirth) [art and learning]	World History - Easy
Leonardo da Vinci (Renaissance artist) [Mona Lisa painter]	World History - Easy
Michelangelo (Renaissance artist) [Sistine Chapel]	World History - Easy
Renaissance (14th-17th century) [cultural rebirth]	World History - Intermediate
Humanism (Renaissance philosophy) [focus on humans]	World History - Intermediate
Niccolo Machiavelli (political thinker) [The Prince]	World History - Intermediate
Medici Family (Florence rulers) [Renaissance patrons]	World History - Intermediate
Gutenberg Bible (first printed book) [movable type]	World History - Intermediate
Protestant Reformation (religious movement) [split from Catholic]	World History - Intermediate
Martin Luther (German reformer) [95 Theses]	World History - Intermediate
John Calvin (religious reformer) [predestination]	World History - Intermediate
Henry VIII (English king) [broke with Rome]	World History - Intermediate
Counter-Reformation (Catholic response) [Council of Trent]	World History - Intermediate
Jesuits (Catholic order) [Society of Jesus]	World History - Intermediate
Inquisition (Church tribunal) [punish heresy]	World History - Intermediate
Treaty of Tordesillas (1494 agreement) [divided new world]	World History - Intermediate
Hernan Cortes (Spanish conquistador) [conquered Aztecs]	World History - Intermediate
Francisco Pizarro (Spanish conquistador) [conquered Incas]	World History - Intermediate
Columbian Exchange (global transfer) [crops and diseases]	World History - Intermediate
Triangular Trade (Atlantic commerce) [slaves goods raw materials]	World History - Intermediate
Middle Passage (slave trade route) [Africa to Americas]	World History - Intermediate
Mercantilism (economic system) [export more than import]	World History - Intermediate
East India Company (trading company) [colonial trade monopoly]	World History - Intermediate
Scramble for Africa (1880s-1900s) [European colonization]	World History - Intermediate
Berlin Conference (1884 meeting) [divided Africa]	World History - Intermediate
Opium Wars (China vs Britain) [forced open trade]	World History - Intermediate
Meiji Restoration (Japanese reform) [modernized Japan]	World History - Intermediate
French Revolution (1789 uprising) [overthrew monarchy]	World History - Intermediate
Bastille (French prison) [stormed by revolutionaries]	World History - Intermediate
Reign of Terror (French Revolution) [mass executions]	World History - Intermediate
Robespierre (French revolutionary) [led the Terror]	World History - Intermediate
Declaration of Rights of Man (French document) [natural rights]	World History - Intermediate
Napoleon Bonaparte (French emperor) [conquered Europe]	World History - Intermediate
Napoleonic Code (legal system) [civil law reform]	World History - Intermediate
Congress of Vienna (1815 meeting) [restored balance of power]	World History - Intermediate
Haitian Revolution (slave revolt) [first Black republic]	World History - Intermediate
Simon Bolivar (South American liberator) [freed colonies]	World History - Intermediate
Industrial Revolution (economic transformation) [factory production]	World History - Intermediate
Adam Smith (economist) [Wealth of Nations]	World History - Intermediate
Karl Marx (political theorist) [Communist Manifesto]	World History - Intermediate
Capitalism (economic system) [private ownership]	World History - Intermediate
Socialism (economic system) [shared ownership]	World History - Intermediate
Communism (political ideology) [classless society]	World History - Intermediate
Luddites (British protesters) [opposed machinery]	World History - Intermediate
Child Labor (industrial problem) [factory children]	World History - Intermediate
Labor Unions (worker organizations) [collective bargaining]	World History - Intermediate
Suffragette Movement (women's rights) [right to vote]	World History - Intermediate
Archduke Franz Ferdinand (assassination victim) [sparked WWI]	World History - Intermediate
Triple Alliance (WWI alliance) [Germany Austria Italy]	World History - Intermediate
Triple Entente (WWI alliance) [Britain France Russia]	World History - Intermediate
Trench Warfare (WWI combat) [static front lines]	World History - Intermediate
Mustard Gas (WWI weapon) [chemical warfare]	World History - Intermediate
Armistice (end of WWI) [November 11 1918]	World History - Intermediate
Treaty of Versailles (post-WWI treaty) [punished Germany]	World History - Intermediate
League of Nations (post-WWI organization) [collective security]	World History - Intermediate
Weimar Republic (German government) [post-WWI Germany]	World History - Intermediate
Adolf Hitler (Nazi leader) [started WWII]	World History - Intermediate
Fascism (political ideology) [authoritarian nationalism]	World History - Intermediate
Appeasement (pre-WWII policy) [concessions to Hitler]	World History - Intermediate
Blitzkrieg (German tactic) [lightning war]	World History - Intermediate
Holocaust (Nazi genocide) [six million Jews killed]	World History - Intermediate
D-Day Invasion (June 6 1944) [Normandy landings]	World History - Intermediate
Atomic Bombings (end of WWII) [Hiroshima and Nagasaki]	World History - Intermediate
United Nations (post-WWII organization) [international cooperation]	World History - Intermediate
Universal Declaration (1948 document) [human rights]	World History - Intermediate
Nuremberg Trials (post-WWII courts) [prosecuted war crimes]	World History - Intermediate
Iron Curtain (Cold War division) [East-West divide]	World History - Intermediate
Berlin Wall (Cold War symbol) [divided Berlin]	World History - Intermediate
Cuban Missile Crisis (1962 standoff) [nuclear threat]	World History - Intermediate
Space Race (Cold War competition) [US vs Soviet space]	World History - Intermediate
Proxy Wars (Cold War conflicts) [indirect superpower wars]	World History - Intermediate
Korean War (Cold War conflict) [divided Korea]	World History - Intermediate
Vietnam War (Cold War conflict) [US vs North Vietnam]	World History - Intermediate
Detente (Cold War relaxation) [reduced tensions]	World History - Intermediate
Glasnost (Soviet reform) [openness policy]	World History - Intermediate
Perestroika (Soviet reform) [economic restructuring]	World History - Intermediate
Fall of USSR (1991 event) [end of Soviet Union]	World History - Intermediate
Indian Independence (1947 event) [British withdrawal]	World History - Intermediate
Partition of India (1947 division) [India and Pakistan]	World History - Intermediate
Apartheid (South African policy) [racial segregation]	World History - Intermediate
Rwandan Genocide (1994 tragedy) [ethnic mass killing]	World History - Intermediate
Tiananmen Square (1989 protest) [Chinese democracy movement]	World History - Intermediate
Arab Spring (2010s uprisings) [Middle East protests]	World History - Intermediate
European Union (political union) [European integration]	World History - Intermediate
Bretton Woods (1944 conference) [global financial system]	World History - Intermediate
World Trade Organization (trade body) [regulates global trade]	World History - Intermediate
Geneva Conventions (humanitarian laws) [rules of war]	World History - Intermediate
Marshall Plan (post-WWII aid) [rebuilt Europe]	World History - Intermediate
NATO (military alliance) [Western defense pact]	World History - Intermediate
Warsaw Pact (military alliance) [Soviet defense bloc]	World History - Intermediate
Camp David Accords (1978 agreement) [Egypt-Israel peace]	World History - Intermediate
Oslo Accords (1993 agreement) [Israeli-Palestinian peace]	World History - Intermediate
Good Friday Agreement (1998 deal) [Northern Ireland peace]	World History - Intermediate
Balfour Declaration (1917 statement) [Jewish homeland]	World History - Intermediate
Sykes-Picot Agreement (1916 deal) [divided Middle East]	World History - Intermediate
Treaty of Nanking (1842 treaty) [ended First Opium War]	World History - Intermediate
Magna Carta (1215 document) [limited king's power]	World History - Intermediate
English Bill of Rights (1689 law) [parliamentary power]	World History - Intermediate
Enlightenment (intellectual movement) [reason over tradition]	World History - Intermediate
John Locke (Enlightenment thinker) [natural rights]	World History - Intermediate
Voltaire (French philosopher) [freedom of speech]	World History - Intermediate
Jean-Jacques Rousseau (philosopher) [social contract]	World History - Intermediate
Decolonization (post-WWII process) [colonies gain freedom]	World History - Intermediate
